"DataSet","Location_ID","DateDesc","Longitude","Latitude","labCnt"
"QLDGovernment","NAWRAQ_173_1","20-09-2016",144.1065,-16.7556,74
"QLDGovernment","NAWRAQ_174_1","20-09-2016",144.0498,-16.6996,42
"QLDGovernment","NAWRAQ_175_1","20-09-2016",144.049,-16.7011,53
"QLDGovernment","NAWRAQ_176_1","20-09-2016",144.0208,-16.6852,69
"QLDGovernment","NAWRAQ_177_1","21-09-2016",144.1259,-16.0076,48
"QLDGovernment","NAWRAQ_178_1","21-09-2016",144.0713,-16.0418,63
"QLDGovernment","NAWRAQ_179_1","21-09-2016",144.0558,-16.0634,26
"QLDGovernment","NAWRAQ_18_1","16-06-2016",144.6167,-17.7452,32
"QLDGovernment","NAWRAQ_180_1","21-09-2016",144.0643,-16.1192,46
"QLDGovernment","NAWRAQ_181_1","21-09-2016",143.9873,-16.3343,103
"QLDGovernment","NAWRAQ_182_1","21-09-2016",143.9847,-16.3464,31
"QLDGovernment","NAWRAQ_183_1","22-09-2016",144.1708,-16.5517,31
"QLDGovernment","NAWRAQ_184_1","22-09-2016",144.1462,-16.5943,33
"QLDGovernment","NAWRAQ_185_1","22-09-2016",144.1403,-16.5957,42
"QLDGovernment","NAWRAQ_186_1","22-09-2016",144.1361,-16.5941,34
"QLDGovernment","NAWRAQ_187_1","22-09-2016",144.0946,-16.6164,93
"QLDGovernment","NAWRAQ_188_1","22-09-2016",144.0831,-16.6322,107
"QLDGovernment","NAWRAQ_189_1","22-09-2016",144.0856,-16.6235,72
"QLDGovernment","NAWRAQ_19_1","16-06-2016",144.6456,-17.5978,93
"QLDGovernment","NAWRAQ_190_1","22-09-2016",144.029,-16.6606,68
"QLDGovernment","NAWRAQ_191_1","23-09-2016",143.986,-16.5496,33
"QLDGovernment","NAWRAQ_192_1","23-09-2016",143.9753,-16.5312,104
"QLDGovernment","NAWRAQ_193_1","23-09-2016",143.9577,-16.5296,25
"QLDGovernment","NAWRAQ_194_1","23-09-2016",143.9395,-16.533,59
"QLDGovernment","NAWRAQ_195_1","23-09-2016",143.8691,-16.5318,53
"QLDGovernment","NAWRAQ_196_1","23-09-2016",143.8704,-16.5401,83
"QLDGovernment","NAWRAQ_197_1","23-09-2016",144.0043,-16.5221,30
"QLDGovernment","NAWRAQ_198_1","23-09-2016",144.0104,-16.4978,85
"QLDGovernment","NAWRAQ_199_1","23-09-2016",144.0056,-16.4518,63
"QLDGovernment","NAWRAQ_2_1","13-06-2016",144.9558,-17.3278,101
"QLDGovernment","NAWRAQ_20_1","17-06-2016",144.6487,-17.3977,32
"QLDGovernment","NAWRAQ_200_1","24-09-2016",143.4188,-16.1554,72
"QLDGovernment","NAWRAQ_201_1","24-09-2016",143.4129,-16.1935,97
"QLDGovernment","NAWRAQ_202_1","24-09-2016",143.4867,-16.2678,67
"QLDGovernment","NAWRAQ_203_1","24-09-2016",143.5094,-16.2912,77
"QLDGovernment","NAWRAQ_204_1","24-09-2016",143.5182,-16.3108,58
"QLDGovernment","NAWRAQ_205_1","24-09-2016",143.544,-16.3231,54
"QLDGovernment","NAWRAQ_206_1","24-09-2016",143.5711,-16.3719,67
"QLDGovernment","NAWRAQ_207_1","24-09-2016",143.57,-16.3721,82
"QLDGovernment","NAWRAQ_208_1","24-09-2016",143.5794,-16.3837,74
"QLDGovernment","NAWRAQ_209_1","25-09-2016",143.7953,-17.016,49
"QLDGovernment","NAWRAQ_21_1","17-06-2016",144.6489,-17.3973,96
"QLDGovernment","NAWRAQ_210_1","25-09-2016",143.8749,-17.0084,29
"QLDGovernment","NAWRAQ_211_1","25-09-2016",143.9211,-16.9779,72
"QLDGovernment","NAWRAQ_212_1","26-09-2016",143.2905,-16.4256,113
"QLDGovernment","NAWRAQ_213_1","26-09-2016",143.3555,-16.4377,55
"QLDGovernment","NAWRAQ_214_1","26-09-2016",143.4709,-16.4913,110
"QLDGovernment","NAWRAQ_215_1","26-09-2016",143.5043,-16.4934,229
"QLDGovernment","NAWRAQ_216_1","26-09-2016",143.586,-16.4721,72
"QLDGovernment","NAWRAQ_217_1","26-09-2016",143.5978,-16.4627,97
"QLDGovernment","NAWRAQ_218_1","26-09-2016",143.5933,-16.4305,49
"QLDGovernment","NAWRAQ_219_1","27-09-2016",143.3923,-16.5124,110
"QLDGovernment","NAWRAQ_22_1","17-06-2016",144.6187,-17.4524,82
"QLDGovernment","NAWRAQ_220_1","27-09-2016",143.4764,-16.5403,51
"QLDGovernment","NAWRAQ_221_1","27-09-2016",143.6345,-16.534,71
"QLDGovernment","NAWRAQ_222_1","27-09-2016",143.6367,-16.5209,94
"QLDGovernment","NAWRAQ_223_1","27-09-2016",143.5446,-16.3247,68
"QLDGovernment","NAWRAQ_224_1","27-09-2016",143.6724,-16.5591,108
"QLDGovernment","NAWRAQ_225_1","27-09-2016",143.6842,-16.5623,108
"QLDGovernment","NAWRAQ_226_1","28-09-2016",143.8075,-16.5416,90
"QLDGovernment","NAWRAQ_227_1","28-09-2016",143.7893,-16.5421,105
"QLDGovernment","NAWRAQ_228_1","28-09-2016",143.786,-16.5437,106
"QLDGovernment","NAWRAQ_229_1","28-09-2016",143.6196,-16.5551,74
"QLDGovernment","NAWRAQ_23_1","17-06-2016",144.6233,-17.4605,88
"QLDGovernment","NAWRAQ_230_1","28-09-2016",143.6216,-16.5519,97
"QLDGovernment","NAWRAQ_231_1","28-09-2016",143.7317,-16.5536,90
"QLDGovernment","NAWRAQ_232_1","28-09-2016",144.0248,-16.6682,104
"QLDGovernment","NAWRAQ_233_1","28-09-2016",144.0823,-16.7191,77
"QLDGovernment","NAWRAQ_234_1","10-11-2016",144.8481,-16.5274,95
"QLDGovernment","NAWRAQ_235_1","10-11-2016",144.8915,-16.5685,72
"QLDGovernment","NAWRAQ_236_1","10-11-2016",144.836,-16.5726,86
"QLDGovernment","NAWRAQ_237_1","10-11-2016",144.8605,-16.5662,173
"QLDGovernment","NAWRAQ_238_1","11-11-2016",144.7054,-16.2293,67
"QLDGovernment","NAWRAQ_239_1","11-11-2016",144.6737,-16.2253,79
"QLDGovernment","NAWRAQ_24_1","17-06-2016",144.6132,-17.5654,190
"QLDGovernment","NAWRAQ_240_1","11-11-2016",144.7175,-16.2251,100
"QLDGovernment","NAWRAQ_241_1","14-11-2016",145.0188,-16.9537,104
"QLDGovernment","NAWRAQ_242_1","14-11-2016",145.0293,-17.0008,59
"QLDGovernment","NAWRAQ_243_1","14-11-2016",145.0383,-17.0301,45
"QLDGovernment","NAWRAQ_25_1","17-06-2016",144.6755,-17.3387,85
"QLDGovernment","NAWRAQ_26_1","18-06-2016",143.8841,-17.441,29
"QLDGovernment","NAWRAQ_262_1","21-07-2017",143.6676,-16.5557,124
"QLDGovernment","NAWRAQ_27_1","18-06-2016",144.0316,-17.454,269
"QLDGovernment","NAWRAQ_28_1","18-06-2016",144.177,-17.3889,91
"QLDGovernment","NAWRAQ_288_1","25-07-2017",142.1318,-15.9044,164
"QLDGovernment","NAWRAQ_29_1","18-06-2016",144.2169,-17.3583,249
"QLDGovernment","NAWRAQ_296_1","31-10-2017",143.9229,-16.4894,197
"QLDGovernment","NAWRAQ_297_1","31-10-2017",143.9182,-16.5065,207
"QLDGovernment","NAWRAQ_298_1","30-10-2017",143.9149,-16.5227,57
"QLDGovernment","NAWRAQ_299_1","01-11-2017",143.873,-16.5458,368
"QLDGovernment","NAWRAQ_3_1","14-06-2016",144.7839,-17.3744,33
"QLDGovernment","NAWRAQ_30_1","18-06-2016",144.2467,-17.3364,36
"QLDGovernment","NAWRAQ_300_1","31-10-2017",143.8767,-16.5584,301
"QLDGovernment","NAWRAQ_31_1","19-06-2016",144.3271,-17.3136,125
"QLDGovernment","NAWRAQ_32_1","19-06-2016",144.3893,-17.2513,72
"QLDGovernment","NAWRAQ_33_1","19-06-2016",144.4428,-17.1316,144
"QLDGovernment","NAWRAQ_34_1","19-06-2016",144.4792,-17.1478,100
"QLDGovernment","NAWRAQ_35_1","20-06-2016",143.9926,-17.0277,46
"QLDGovernment","NAWRAQ_36_1","20-06-2016",144.034,-17.0229,35
"QLDGovernment","NAWRAQ_37_1","20-06-2016",144.0841,-17.0303,103
"QLDGovernment","NAWRAQ_38_1","20-06-2016",144.1008,-17.0248,90
"QLDGovernment","NAWRAQ_39_1","20-06-2016",144.1029,-17.0296,89
"QLDGovernment","NAWRAQ_4_1","14-06-2016",144.9318,-17.3366,106
"QLDGovernment","NAWRAQ_40_1","20-06-2016",144.3326,-17.0388,73
"QLDGovernment","NAWRAQ_41_1","21-06-2016",144.3992,-16.8328,52
"QLDGovernment","NAWRAQ_42_1","21-06-2016",144.3527,-16.9224,72
"QLDGovernment","NAWRAQ_43_1","21-02-2016",144.3077,-16.9689,67
"QLDGovernment","NAWRAQ_44_1","21-06-2016",144.2588,-16.9425,66
"QLDGovernment","NAWRAQ_45_1","21-06-2016",144.3396,-17.0359,97
"QLDGovernment","NAWRAQ_46_1","22-06-2016",144.5293,-17.131,7
"QLDGovernment","NAWRAQ_47_1","22-06-2016",144.5336,-17.1328,101
"QLDGovernment","NAWRAQ_48_1","22-06-2016",144.5337,-17.1338,39
"QLDGovernment","NAWRAQ_49_1","22-06-2016",144.5979,-17.1102,192
"QLDGovernment","NAWRAQ_5_1","14-06-2016",144.9267,-17.5075,16
"QLDGovernment","NAWRAQ_50_1","22-06-2016",144.5805,-17.1151,251
"QLDGovernment","NAWRAQ_51_1","22-06-2016",144.5449,-17.087,247
"QLDGovernment","NAWRAQ_52_1","23-06-2016",144.5012,-17.0867,82
"QLDGovernment","NAWRAQ_53_1","23-06-2016",144.5624,-17.2144,182
"QLDGovernment","NAWRAQ_54_1","23-06-2016",144.5766,-17.2631,3
"QLDGovernment","NAWRAQ_55_1","23-06-2016",144.5928,-17.2972,106
"QLDGovernment","NAWRAQ_56_1","13-07-2016",142.6974,-15.9688,90
"QLDGovernment","NAWRAQ_57_1","13-07-2016",142.6622,-15.956,91
"QLDGovernment","NAWRAQ_58_1","13-07-2016",142.9276,-16.0145,205
"QLDGovernment","NAWRAQ_59_1","13-07-2016",143.0157,-16.047,76
"QLDGovernment","NAWRAQ_6_1","14-06-2016",144.933,-17.5179,16
"QLDGovernment","NAWRAQ_60_1","14-07-2016",143.1358,-16.0524,242
"QLDGovernment","NAWRAQ_61_1","12-07-2016",143.0281,-16.2922,56
"QLDGovernment","NAWRAQ_62_1","12-07-2016",143.0239,-16.1814,107
"QLDGovernment","NAWRAQ_63_1","12-07-2016",143.033,-16.0623,93
"QLDGovernment","NAWRAQ_64_1","12-07-2016",143.0382,-16.0606,90
"QLDGovernment","NAWRAQ_65_1","13-07-2016",142.8039,-16.0075,88
"QLDGovernment","NAWRAQ_66_1","13-07-2016",142.7876,-16.0038,90
"QLDGovernment","NAWRAQ_67_1","14-07-2016",143.1996,-16.0582,111
"QLDGovernment","NAWRAQ_68_1","14-07-2016",143.2329,-16.0451,69
"QLDGovernment","NAWRAQ_69_1","14-07-2016",143.2741,-16.033,110
"QLDGovernment","NAWRAQ_7_1","14-06-2016",144.9589,-17.5417,105
"QLDGovernment","NAWRAQ_70_1","15-07-2016",143.4621,-16.0502,26
"QLDGovernment","NAWRAQ_71_1","15-07-2016",143.4682,-15.9886,106
"QLDGovernment","NAWRAQ_72_1","15-07-2016",143.4714,-15.917,62
"QLDGovernment","NAWRAQ_73_1","16-07-2016",143.5269,-15.8612,66
"QLDGovernment","NAWRAQ_74_1","16-07-2016",143.5565,-15.8281,15
"QLDGovernment","NAWRAQ_75_1","16-07-2016",143.5701,-15.779,48
"QLDGovernment","NAWRAQ_76_1","16-07-2016",143.5788,-15.7442,133
"QLDGovernment","NAWRAQ_77_1","16-07-2016",143.5614,-15.6923,59
"QLDGovernment","NAWRAQ_78_1","16-07-2016",143.6109,-15.6643,31
"QLDGovernment","NAWRAQ_79_1","16-07-2016",143.618,-15.6144,77
"QLDGovernment","NAWRAQ_8_1","14-06-2016",144.9656,-17.5875,15
"QLDGovernment","NAWRAQ_80_1","16-07-2016",143.621,-15.5967,146
"QLDGovernment","NAWRAQ_81_1","17-07-2016",143.6263,-15.5856,86
"QLDGovernment","NAWRAQ_82_1","17-07-2016",143.6238,-15.5741,83
"QLDGovernment","NAWRAQ_83_1","17-07-2016",143.5669,-15.5197,74
"QLDGovernment","NAWRAQ_84_1","17-07-2016",143.5064,-15.4525,31
"QLDGovernment","NAWRAQ_85_1","17-07-2016",143.2888,-15.442,47
"QLDGovernment","NAWRAQ_86_1","17-07-2016",143.2857,-15.436,47
"QLDGovernment","NAWRAQ_87_1","18-07-2016",143.1848,-15.3155,87
"QLDGovernment","NAWRAQ_88_1","18-07-2016",143.1581,-15.351,108
"QLDGovernment","NAWRAQ_89_1","18-07-2016",143.1549,-15.3499,34
"QLDGovernment","NAWRAQ_9_1","15-06-2016",144.9407,-17.7958,92
"QLDGovernment","NAWRAQ_90_1","18-07-2016",143.0986,-15.379,111
"QLDGovernment","NAWRAQ_91_1","18-07-2016",143.0736,-15.3942,104
"QLDGovernment","NAWRAQ_92_1","18-07-2016",142.9674,-15.4226,85
"QLDGovernment","NAWRAQ_93_1","19-07-2016",142.9186,-15.4073,109
"QLDGovernment","NAWRAQ_94_1","19-07-2016",142.8598,-15.4402,87
"QLDGovernment","NAWRAQ_95_1","19-07-2016",142.7775,-15.4628,101
"QLDGovernment","NAWRAQ_96_1","19-07-2016",142.7407,-15.4806,108
"QLDGovernment","NAWRAQ_97_1","19-07-2016",142.7389,-15.4808,117
"QLDGovernment","NAWRAQ_98_1","19-07-2016",142.7281,-15.5436,124
"QLDGovernment","NAWRAQ_99_1","20-07-2016",142.7207,-15.4944,152
"QLDGovernment","NBS_61_1","19-05-1998",148.8297,-21.5154,104
"QLDGovernment","NBS_62_1","19-05-1998",148.8364,-21.4947,104
"QLDGovernment","NBS_8_1","01-07-1997",148.1679,-22.1331,11
"QLDGovernment","NBS_9_1","01-07-1997",148.1609,-22.144,12
"QLDGovernment","NCD_10_1","05-10-1995",149.9419,-24.5879,17
"QLDGovernment","NCD_100_1","02-11-1995",149.9467,-24.7268,172
"QLDGovernment","NCD_1019_1","25-08-2008",148.5301,-23.6302,28
"QLDGovernment","NCD_1020_1","25-08-2008",148.5217,-23.6256,51
"QLDGovernment","NCD_1021_1","23-09-2008",148.5053,-23.6267,59
"QLDGovernment","NCD_1022_1","26-08-2008",148.5391,-23.6364,8
"QLDGovernment","NCD_1023_1","26-08-2008",148.5388,-23.6537,31
"QLDGovernment","NCD_1024_1","26-08-2008",148.544,-23.6442,67
"QLDGovernment","NCD_1025_1","27-08-2008",148.5053,-23.5827,29
"QLDGovernment","NCD_1026_1","27-08-2008",148.5141,-23.5686,66
"QLDGovernment","NCD_1027_1","27-08-2008",148.5377,-23.5744,27
"QLDGovernment","NCD_1028_1","27-08-2008",148.5173,-23.5952,58
"QLDGovernment","NCD_1029_1","01-09-2008",148.3738,-23.3834,60
"QLDGovernment","NCD_1030_1","01-09-2008",148.3756,-23.4022,31
"QLDGovernment","NCD_1031_1","01-09-2008",148.3441,-23.4051,70
"QLDGovernment","NCD_1032_1","01-09-2008",148.3388,-23.4069,78
"QLDGovernment","NCD_1033_1","01-09-2008",148.3734,-23.4115,29
"QLDGovernment","NCD_1034_1","02-09-2008",148.5138,-23.5556,30
"QLDGovernment","NCD_1035_1","02-09-2008",148.4924,-23.5336,69
"QLDGovernment","NCD_1036_1","02-09-2008",148.49,-23.5272,73
"QLDGovernment","NCD_1037_1","08-10-2008",148.5468,-23.5673,57
"QLDGovernment","NCD_1038_1","09-10-2008",148.4204,-23.4795,71
"QLDGovernment","NCD_1039_1","10-10-2008",148.5659,-23.5698,45
"QLDGovernment","NCD_125_1","14-11-1995",149.869,-24.3503,172
"QLDGovernment","NCD_127_1","14-11-1995",149.869,-24.3476,172
"QLDGovernment","NCD_128_1","14-11-1995",149.8661,-24.3438,170
"QLDGovernment","NCD_13_1","05-10-1995",149.9381,-24.5793,8
"QLDGovernment","NCD_137_1","15-11-1995",149.8493,-24.3412,172
"QLDGovernment","NCD_14_1","05-10-1995",149.9376,-24.5756,17
"QLDGovernment","NCD_143_1","15-11-1995",149.8387,-24.3277,171
"QLDGovernment","NCD_146_1","22-11-1995",149.8128,-24.0247,12
"QLDGovernment","NCD_148_1","22-11-1995",149.8189,-24.0272,12
"QLDGovernment","NCD_149_1","23-11-1995",149.8231,-24.0223,186
"QLDGovernment","NCD_15_1","05-10-1995",149.9432,-24.574,182
"QLDGovernment","NCD_151_1","23-11-1995",149.8263,-24.0246,38
"QLDGovernment","NCD_154_1","23-11-1995",149.8338,-24.0234,12
"QLDGovernment","NCD_157_1","23-11-1995",149.841,-24.0263,11
"QLDGovernment","NCD_158_1","23-11-1995",149.8449,-24.031,25
"QLDGovernment","NCD_159_1","24-11-1995",149.8513,-24.0268,11
"QLDGovernment","NCD_164_1","06-12-1995",149.819,-23.8911,23
"QLDGovernment","NCD_17_1","06-10-1995",149.9455,-24.5714,26
"QLDGovernment","NCD_171_1","07-12-1995",149.7989,-23.8961,38
"QLDGovernment","NCD_172_1","07-12-1995",149.7996,-23.8911,38
"QLDGovernment","NCD_178_1","08-12-1995",149.7747,-23.901,38
"QLDGovernment","NCD_18_1","06-10-1995",149.9465,-24.5685,26
"QLDGovernment","NCD_184_1","12-12-1995",149.8039,-24.0254,11
"QLDGovernment","NCD_185_1","12-12-1995",149.8042,-24.0197,167
"QLDGovernment","NCD_19_1","06-10-1995",149.9426,-24.5665,26
"QLDGovernment","NCD_2_1","04-10-1995",149.9326,-24.5986,8
"QLDGovernment","NCD_20_1","06-10-1995",149.947,-24.5638,17
"QLDGovernment","NCD_207_1","14-12-1995",149.8285,-23.8827,172
"QLDGovernment","NCD_208_1","14-12-1995",149.8302,-23.887,23
"QLDGovernment","NCD_21_1","06-10-1995",149.9474,-24.5605,26
"QLDGovernment","NCD_213_1","14-12-1995",149.8536,-24.7835,23
"QLDGovernment","NCD_218_1","20-12-1995",149.856,-23.8787,24
"QLDGovernment","NCD_224_1","07-12-1995",149.785,-23.9036,172
"QLDGovernment","NCD_259_1","16-07-1996",148.5591,-24.2281,24
"QLDGovernment","NCD_26_1","11-10-1995",149.9041,-24.6294,26
"QLDGovernment","NCD_260_1","16-07-1996",148.5526,-24.2273,26
"QLDGovernment","NCD_267_1","17-07-1996",148.576,-24.2401,15
"QLDGovernment","NCD_268_1","17-07-1996",148.5686,-24.2396,31
"QLDGovernment","NCD_27_1","11-10-1995",149.911,-24.6288,26
"QLDGovernment","NCD_272_1","17-07-1996",148.5631,-24.2409,165
"QLDGovernment","NCD_275_1","18-07-1996",148.5495,-24.2443,24
"QLDGovernment","NCD_276_1","18-07-1996",148.5389,-24.2448,165
"QLDGovernment","NCD_277_1","18-07-1996",148.6324,-24.2,26
"QLDGovernment","NCD_28_1","11-10-1995",149.9002,-24.6286,17
"QLDGovernment","NCD_285_1","10-07-1996",148.6084,-24.1995,167
"QLDGovernment","NCD_289_1","19-07-1996",148.5858,-24.2031,23
"QLDGovernment","NCD_29_1","11-10-1995",149.9031,-24.6261,8
"QLDGovernment","NCD_295_1","23-07-1996",148.5712,-24.1341,24
"QLDGovernment","NCD_298_1","23-07-1996",148.5765,-24.1292,14
"QLDGovernment","NCD_299_1","23-07-1996",148.5833,-24.129,6
"QLDGovernment","NCD_3_1","04-10-1995",149.9382,-24.6069,13
"QLDGovernment","NCD_300_1","23-07-1996",148.5874,-24.1289,22
"QLDGovernment","NCD_310_1","24-07-1996",148.5062,-24.1538,26
"QLDGovernment","NCD_338_1","20-08-1996",148.4709,-23.9451,24
"QLDGovernment","NCD_339_1","20-08-1996",148.4713,-23.9488,156
"QLDGovernment","NCD_344_1","21-08-1996",148.4706,-23.9635,167
"QLDGovernment","NCD_356_1","22-08-1996",148.5036,-23.9281,167
"QLDGovernment","NCD_364_1","22-08-1996",148.5127,-23.8923,221
"QLDGovernment","NCD_37_1","12-10-1994",149.9195,-24.615,168
"QLDGovernment","NCD_371_2","26-08-2008",148.5414,-23.6528,9
"QLDGovernment","NCD_372_2","26-08-2008",148.5362,-23.6509,4
"QLDGovernment","NCD_393_1","28-08-1996",148.4645,-23.7726,167
"QLDGovernment","NCD_407_1","03-09-1996",148.5048,-23.6684,23
"QLDGovernment","NCD_411_1","03-09-1996",148.4997,-23.6595,14
"QLDGovernment","NCD_414_1","04-09-1996",148.7005,-23.4496,26
"QLDGovernment","NCD_421_1","04-09-1996",148.7165,-23.4559,26
"QLDGovernment","NCD_424_1","04-09-1996",148.7208,-23.4635,24
"QLDGovernment","NCD_426_1","05-09-1996",148.726,-23.4732,23
"QLDGovernment","NCD_44_1","18-10-1995",149.974,-24.7076,159
"QLDGovernment","NCD_448_1","26-11-1996",148.4785,-23.5299,41
"QLDGovernment","NCD_449_1","26-11-1996",148.4822,-23.5296,54
"QLDGovernment","NCD_451_1","26-11-1996",148.484,-23.5269,31
"QLDGovernment","NCD_452_1","26-10-1996",148.4866,-23.5243,197
"QLDGovernment","NCD_465_1","27-11-1996",148.5061,-23.4998,212
"QLDGovernment","NCD_470_1","27-11-1996",148.4996,-23.495,41
"QLDGovernment","NCD_472_1","27-11-1996",148.5008,-23.5007,32
"QLDGovernment","NCD_475_1","28-11-1996",148.4116,-23.5027,115
"QLDGovernment","NCD_482_1","28-11-1996",148.4186,-23.4888,51
"QLDGovernment","NCD_490_1","29-11-1996",148.4338,-23.4661,46
"QLDGovernment","NCD_499_2","10-10-2008",148.5585,-23.5714,29
"QLDGovernment","NCD_5_1","04-10-1995",149.939,-24.599,17
"QLDGovernment","NCD_51_1","19-10-1995",149.959,-24.7101,205
"QLDGovernment","NCD_510_1","14-04-1997",149.6406,-25.7424,26
"QLDGovernment","NCD_517_1","15-04-1997",149.6351,-25.7553,35
"QLDGovernment","NCD_519_1","15-04-1997",149.6396,-25.7559,26
"QLDGovernment","NCD_52_1","19-10-1995",149.9567,-24.7065,191
"QLDGovernment","NCD_521_1","15-04-1997",149.6389,-25.7617,26
"QLDGovernment","NCD_523_1","15-04-1997",149.6328,-25.7585,26
"QLDGovernment","NCD_529_1","16-04-1997",149.6381,-25.7786,17
"QLDGovernment","NCD_53_1","19-10-1995",149.9525,-24.7056,26
"QLDGovernment","NCD_531_1","16-04-1997",149.6325,-25.7848,8
"QLDGovernment","NCD_532_1","16-04-1997",149.634,-25.7902,26
"QLDGovernment","NCD_537_1","16-04-1997",149.638,-25.7131,26
"QLDGovernment","NCD_54_1","19-10-1995",149.953,-24.7037,17
"QLDGovernment","NCD_541_1","17-04-1997",149.6336,-25.7056,26
"QLDGovernment","NCD_543_1","17-04-1997",149.6337,-25.7103,26
"QLDGovernment","NCD_548_1","17-04-1997",149.6342,-25.6918,17
"QLDGovernment","NCD_550_1","17-04-1997",149.6347,-25.6819,26
"QLDGovernment","NCD_552_1","17-04-1997",149.6398,-25.6823,26
"QLDGovernment","NCD_555_1","18-04-1997",149.636,-25.7342,41
"QLDGovernment","NCD_557_1","18-04-1997",149.6367,-25.7278,26
"QLDGovernment","NCD_558_1","18-04-1997",149.6387,-25.7265,26
"QLDGovernment","NCD_559_1","18-04-1997",149.6342,-25.7256,26
"QLDGovernment","NCD_56_1","19-10-1995",149.949,-24.7043,26
"QLDGovernment","NCD_568_1","23-04-1997",149.4071,-25.7322,13
"QLDGovernment","NCD_57_1","19-10-1995",149.9398,-24.7028,26
"QLDGovernment","NCD_570_1","23-04-1997",149.4089,-25.7273,13
"QLDGovernment","NCD_574_1","24-04-1997",149.4856,-25.7743,27
"QLDGovernment","NCD_58_1","19-10-1995",149.9382,-24.7057,182
"QLDGovernment","NCD_587_1","30-04-1997",149.4887,-25.7887,26
"QLDGovernment","NCD_59_1","19-10-1995",149.9354,-24.7098,26
"QLDGovernment","NCD_598_1","30-04-1997",149.4771,-25.7946,41
"QLDGovernment","NCD_6_1","04-10-1995",149.9353,-24.5958,8
"QLDGovernment","NCD_61_1","20-10-1995",149.9477,-24.7073,172
"QLDGovernment","NCD_620_1","13-08-1997",148.9014,-23.2747,26
"QLDGovernment","NCD_623_1","13-08-1997",148.9143,-23.2724,26
"QLDGovernment","NCD_625_1","13-08-1997",148.913,-23.2768,26
"QLDGovernment","NCD_627_1","14-08-1997",148.9201,-23.2759,26
"QLDGovernment","NCD_629_1","14-08-1997",148.9305,-23.2782,26
"QLDGovernment","NCD_637_1","14-08-1997",148.9022,-23.2816,26
"QLDGovernment","NCD_642_1","15-08-1997",148.9565,-23.2712,15
"QLDGovernment","NCD_643_1","15-08-1997",148.9557,-23.2669,4
"QLDGovernment","NCD_645_1","19-08-1997",149.5156,-23.3521,12
"QLDGovernment","NCD_648_1","19-08-1997",149.5197,-23.3605,25
"QLDGovernment","NCD_649_1","19-08-1997",149.5236,-23.3588,23
"QLDGovernment","NCD_650_1","20-08-1997",149.5187,-23.3534,7
"QLDGovernment","NCD_651_1","20-08-1997",149.5158,-23.3559,25
"QLDGovernment","NCD_653_1","20-08-1997",149.5243,-23.3547,51
"QLDGovernment","NCD_655_1","20-08-1997",149.5291,-23.3606,25
"QLDGovernment","NCD_656_1","20-08-1997",149.5326,-23.3582,23
"QLDGovernment","NCD_658_1","20-08-1997",149.537,-23.356,23
"QLDGovernment","NCD_66_1","24-10-1995",149.9673,-24.7596,182
"QLDGovernment","NCD_660_1","20-08-1997",149.5422,-23.3555,26
"QLDGovernment","NCD_661_1","21-08-1997",149.5593,-23.3662,40
"QLDGovernment","NCD_662_1","21-08-1997",149.5556,-23.3634,26
"QLDGovernment","NCD_664_1","21-08-1997",149.5487,-23.362,40
"QLDGovernment","NCD_668_1","21-08-1997",149.5457,-23.3573,25
"QLDGovernment","NCD_674_1","22-08-1997",149.5669,-23.3593,25
"QLDGovernment","NCD_675_1","22-08-1997",149.5719,-23.3587,26
"QLDGovernment","NCD_676_1","22-08-1997",149.5797,-23.3592,26
"QLDGovernment","NCD_677_1","22-08-1997",149.5804,-23.3628,26
"QLDGovernment","NCD_68_1","24-10-1995",149.9676,-24.7535,26
"QLDGovernment","NCD_681_1","02-09-1997",149.3542,-22.8812,35
"QLDGovernment","NCD_682_1","02-09-1997",149.3595,-22.8847,26
"QLDGovernment","NCD_685_1","02-09-1997",149.3525,-22.8903,35
"QLDGovernment","NCD_688_1","02-09-1997",149.3625,-22.8975,26
"QLDGovernment","NCD_691_1","02-09-1997",149.3624,-22.8994,26
"QLDGovernment","NCD_693_1","03-09-1997",149.3613,-22.9054,26
"QLDGovernment","NCD_697_1","11-09-1997",149.3621,-22.9226,26
"QLDGovernment","NCD_698_1","11-09-1997",149.3616,-22.9226,27
"QLDGovernment","NCD_699_1","11-09-1997",149.4264,-23.0076,15
"QLDGovernment","NCD_70_1","24-10-1995",149.965,-24.757,26
"QLDGovernment","NCD_700_1","11-09-1997",149.4361,-23.0112,38
"QLDGovernment","NCD_701_1","11-09-1997",149.4237,-23.0122,26
"QLDGovernment","NCD_702_1","11-09-1997",149.4206,-23.0084,26
"QLDGovernment","NCD_703_1","11-09-1997",149.4175,-23.0087,26
"QLDGovernment","NCD_707_1","12-09-1997",149.3997,-23.0203,35
"QLDGovernment","NCD_71_1","25-10-1995",149.9643,-24.7546,172
"QLDGovernment","NCD_710_1","12-09-1997",149.3938,-23.0105,35
"QLDGovernment","NCD_72_1","25-10-1995",149.9607,-24.7523,172
"QLDGovernment","NCD_720_1","23-03-1998",149.008,-23.1863,17
"QLDGovernment","NCD_721_1","23-03-1998",148.9984,-23.2199,26
"QLDGovernment","NCD_723_1","23-03-1998",149.0081,-23.1446,17
"QLDGovernment","NCD_728_1","24-03-1998",148.5945,-23.5284,17
"QLDGovernment","NCD_729_1","24-03-1998",148.5976,-23.5024,8
